Scheme_Name,Interest_Rate,Loan_Term_Years,Min_Income,Max_Income,Min_CIBIL,Max_CIBIL,Min_Loan_Amount,Max_Loan_Amount,Bank_Name,Loan_Type
PNB Housing Finance Home Loan,9.094738950937376,24,33189.0,147553.0,842.0,895.0,1311176.0,2978524.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,10.75589023904209,20,96749.0,129473.0,783.0,888.0,2011010.0,4065796.0,Bank of Baroda,Home
Baroda Top Up Loan,7.355038322666277,15,27248.0,161410.0,733.0,858.0,1547109.0,2620003.0,Bank of Baroda,Home
Axis Bank Home Loan,7.400900070409517,11,24369.0,113679.0,749.0,889.0,906676.0,3024495.0,HDFC Bank,Home
Kotak Delight Home Loans,8.773856459179921,21,83763.0,192981.0,732.0,890.0,1863993.0,4935678.0,Bank of Baroda,Home
ICICI Insta Home Loan,11.708628558094626,21,28050.0,145310.0,772.0,856.0,841239.0,4179832.0,Punjab National Bank,Home
HDFC Reach Home Loans,10.34286323361457,16,48605.0,183406.0,702.0,866.0,1052832.0,2783655.0,Kotak Mahindra Bank,Home
ICICI Home Loan,10.393349783362824,17,69616.0,160683.0,701.0,872.0,1031152.0,4490791.0,HDFC Bank,Home
Baroda Top Up Loan,8.809599954189325,14,74479.0,125992.0,831.0,894.0,1900034.0,3416065.0,State Bank of India,Home
Axis Bank Home Loan,9.968303956042693,11,60883.0,129433.0,715.0,860.0,841914.0,3203374.0,HDFC Bank,Home
HDFC Reach Home Loans,7.050655920138717,18,53055.0,176574.0,732.0,871.0,2101457.0,4437668.0,ICICI Bank,Home
Axis Asha Home Loan,10.18048023204771,27,88731.0,125933.0,708.0,867.0,1288161.0,3443250.0,HDFC Bank,Home
Axis Bank Home Loan,11.566434737881185,5,27450.0,145020.0,756.0,898.0,1068803.0,3802985.0,Punjab National Bank,Home
ICICI Home Loan,10.062867341724097,21,22925.0,129236.0,739.0,877.0,2057598.0,3654485.0,Axis Bank,Home
Axis Asha Home Loan,11.368492967331726,8,70272.0,158735.0,751.0,865.0,2369944.0,2937747.0,HDFC Bank,Home
SBI Regular Home Loan,10.619865277330469,25,25310.0,109770.0,715.0,891.0,1036701.0,4357767.0,Axis Bank,Home
ICICI Home Loan,7.602792082018452,9,51817.0,169285.0,835.0,853.0,809796.0,2904013.0,HDFC Bank,Home
Kotak Mahindra Home Loan,11.512266536429209,24,64528.0,135271.0,786.0,885.0,529764.0,4849159.0,Bank of Baroda,Home
PNB Pride Housing Loan,7.332219221778875,28,75779.0,173391.0,759.0,871.0,563784.0,2559727.0,Axis Bank,Home
HDFC Home Loan,9.669837362738818,27,96310.0,123439.0,702.0,860.0,1201101.0,4436093.0,Bank of Baroda,Home
Axis Bank Home Loan,7.710685618967288,29,35457.0,195826.0,714.0,870.0,704276.0,2729819.0,Kotak Mahindra Bank,Home
ICICI Home Loan,7.0585330536545206,11,62311.0,111101.0,801.0,889.0,2413804.0,3204629.0,HDFC Bank,Home
PNB Housing Finance Home Loan,9.110171300638195,14,23980.0,192776.0,722.0,890.0,576844.0,3328932.0,HDFC Bank,Home
PNB Housing Finance Home Loan,8.475203538270781,21,40886.0,182319.0,830.0,865.0,2200474.0,2729942.0,State Bank of India,Home
Axis Bank Home Loan,9.430002468988015,11,97112.0,144917.0,716.0,891.0,2263709.0,4746544.0,State Bank of India,Home
ICICI Insta Home Loan,9.885999433672755,5,70877.0,192345.0,813.0,858.0,624887.0,3454455.0,State Bank of India,Home
HDFC Home Loan,7.218695361544737,11,56181.0,183459.0,757.0,884.0,1008954.0,4246548.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,7.615016475618728,28,53262.0,180562.0,809.0,883.0,1098720.0,4504649.0,Punjab National Bank,Home
SBI Regular Home Loan,9.793211982252126,15,20947.0,141196.0,834.0,858.0,867088.0,4971396.0,Axis Bank,Home
Axis Bank Home Loan,8.71583676586329,13,20022.0,123569.0,777.0,862.0,2223219.0,3208902.0,Axis Bank,Home
Kotak Mahindra Home Loan,10.64586743774724,16,21128.0,141887.0,842.0,855.0,1240487.0,3881756.0,HDFC Bank,Home
SBI Regular Home Loan,10.261458242959698,7,99522.0,120893.0,743.0,853.0,2098146.0,4888962.0,Punjab National Bank,Home
Baroda Home Loan,11.228021814949534,8,52322.0,187971.0,711.0,895.0,972671.0,2636474.0,Axis Bank,Home
PNB Pride Housing Loan,10.462464133346126,8,68929.0,155304.0,707.0,877.0,1359642.0,3768555.0,Axis Bank,Home
Axis Asha Home Loan,9.14965538695074,29,29808.0,132399.0,779.0,860.0,2038027.0,3061837.0,Axis Bank,Home
Kotak Delight Home Loans,10.364833111972162,17,72882.0,125236.0,740.0,883.0,2300312.0,4567070.0,HDFC Bank,Home
PNB Pride Housing Loan,8.376905871277092,27,41725.0,192735.0,745.0,884.0,1863704.0,4287059.0,HDFC Bank,Home
SBI Regular Home Loan,8.531567493891064,23,92534.0,185870.0,728.0,854.0,1435896.0,3520864.0,Punjab National Bank,Home
SBI Regular Home Loan,10.944925799603967,14,59950.0,198753.0,715.0,888.0,2432504.0,4800817.0,Axis Bank,Home
Kotak Delight Home Loans,9.23209758200791,9,40557.0,149531.0,832.0,860.0,2339729.0,2695670.0,HDFC Bank,Home
HDFC Reach Home Loans,10.991901702591763,11,41825.0,180570.0,704.0,861.0,1315629.0,3822819.0,HDFC Bank,Home
PNB Pride Housing Loan,11.112111868341392,28,28998.0,196621.0,729.0,892.0,1181533.0,2946582.0,Bank of Baroda,Home
PNB Housing Finance Home Loan,11.28781168830642,20,56080.0,109442.0,816.0,868.0,763210.0,2549094.0,HDFC Bank,Home
HDFC Reach Home Loans,11.583176179206037,5,77797.0,156437.0,704.0,862.0,1919162.0,3565272.0,ICICI Bank,Home
Kotak Mahindra Home Loan,9.154926102566481,16,35802.0,160342.0,840.0,853.0,1510415.0,4249284.0,State Bank of India,Home
Axis Bank Home Loan,8.594334091605694,6,31167.0,178179.0,748.0,863.0,1278335.0,2725969.0,ICICI Bank,Home
HDFC Reach Home Loans,9.910993732970569,11,62407.0,135069.0,788.0,893.0,1607994.0,4180925.0,Kotak Mahindra Bank,Home
HDFC Home Loan,8.855862117188138,15,33338.0,173246.0,749.0,851.0,1283171.0,4940592.0,Axis Bank,Home
HDFC Reach Home Loans,10.005370834001164,17,96289.0,138560.0,713.0,857.0,1616030.0,4667456.0,State Bank of India,Home
ICICI Home Loan,10.527929313219122,6,91520.0,158070.0,807.0,871.0,838406.0,3048239.0,State Bank of India,Home
Baroda Top Up Loan,10.442025092460685,11,38895.0,142427.0,745.0,862.0,1693930.0,2686854.0,State Bank of India,Home
Baroda Home Loan,8.872764435100606,19,67910.0,160496.0,781.0,870.0,1180175.0,2954146.0,State Bank of India,Home
HDFC Reach Home Loans,7.834301008493764,29,85898.0,164557.0,825.0,870.0,1795663.0,4221367.0,Axis Bank,Home
Kotak Mahindra Home Loan,9.152646692311038,15,23454.0,172752.0,783.0,877.0,1440098.0,3543180.0,State Bank of India,Home
HDFC Home Loan,7.712970720409544,6,80797.0,177248.0,733.0,882.0,2276920.0,2795151.0,Bank of Baroda,Home
HDFC Reach Home Loans,11.450485175919042,11,70637.0,170441.0,770.0,878.0,1736159.0,2539232.0,State Bank of India,Home
Axis Asha Home Loan,8.729387303689286,8,25349.0,148534.0,759.0,886.0,828822.0,3583805.0,HDFC Bank,Home
Kotak Mahindra Home Loan,7.772298736116619,15,59963.0,127930.0,773.0,871.0,1142199.0,3248865.0,Kotak Mahindra Bank,Home
PNB Pride Housing Loan,7.1272387995287545,6,95583.0,196728.0,780.0,875.0,2158632.0,3999537.0,Axis Bank,Home
Axis Asha Home Loan,10.22911193143242,20,27750.0,189042.0,838.0,860.0,829095.0,4910554.0,Axis Bank,Home
Baroda Home Loan,10.184511587273716,11,42463.0,107288.0,797.0,860.0,2079238.0,3831252.0,HDFC Bank,Home
HDFC Reach Home Loans,8.703020832906459,17,94935.0,195547.0,790.0,894.0,1051262.0,3254751.0,ICICI Bank,Home
HDFC Home Loan,7.358559444238255,9,78792.0,181122.0,794.0,883.0,2303000.0,4931608.0,ICICI Bank,Home
Baroda Top Up Loan,9.04814447447616,21,33686.0,161518.0,831.0,868.0,1224538.0,2624945.0,Bank of Baroda,Home
HDFC Home Loan,8.556087475316968,25,83528.0,132400.0,759.0,897.0,1238832.0,4625636.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,10.385603198675046,16,42787.0,101567.0,812.0,886.0,2104778.0,4064039.0,ICICI Bank,Home
ICICI Home Loan,10.028896247263452,23,34776.0,147878.0,780.0,863.0,2122878.0,3537329.0,Axis Bank,Home
SBI FlexiPay Home Loan,8.8229686409877,11,77427.0,148850.0,783.0,878.0,1478883.0,3703313.0,ICICI Bank,Home
Kotak Delight Home Loans,8.08946277127495,10,81086.0,101094.0,724.0,868.0,2082211.0,2791349.0,Bank of Baroda,Home
Baroda Home Loan,11.940179830777959,12,83308.0,111135.0,732.0,886.0,2425476.0,3271603.0,HDFC Bank,Home
PNB Housing Finance Home Loan,9.270008105980574,17,35797.0,179044.0,718.0,870.0,1738663.0,3359022.0,State Bank of India,Home
ICICI Home Loan,10.441371178901186,9,25302.0,145113.0,756.0,873.0,1899849.0,4586662.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,7.702764837891804,6,83172.0,158791.0,714.0,875.0,2270800.0,4247404.0,Bank of Baroda,Home
Kotak Delight Home Loans,9.427948498296988,13,58059.0,109684.0,740.0,890.0,943397.0,4527805.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,7.137683599347327,15,20908.0,192783.0,759.0,861.0,649832.0,4476448.0,Axis Bank,Home
Baroda Top Up Loan,9.52727558955225,28,80252.0,171727.0,808.0,897.0,716233.0,2783579.0,State Bank of India,Home
Kotak Delight Home Loans,11.82008703558851,10,32877.0,183378.0,795.0,868.0,1116391.0,4286526.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,8.921033564929001,11,34239.0,158552.0,721.0,896.0,1626175.0,3138714.0,Bank of Baroda,Home
PNB Pride Housing Loan,7.194980062874558,29,47313.0,108046.0,840.0,898.0,728238.0,3979154.0,HDFC Bank,Home
SBI FlexiPay Home Loan,7.1547789545967175,11,62103.0,104934.0,725.0,879.0,985713.0,3759795.0,State Bank of India,Home
Axis Asha Home Loan,8.939933799734348,23,68408.0,159556.0,832.0,864.0,2465782.0,3955186.0,HDFC Bank,Home
Baroda Home Loan,7.80012468231597,10,30534.0,146806.0,824.0,852.0,2469220.0,3124447.0,Axis Bank,Home
Baroda Top Up Loan,7.116760481640929,15,63060.0,101354.0,796.0,898.0,1238161.0,4987413.0,State Bank of India,Home
Axis Bank Home Loan,10.781068069750884,15,37189.0,195352.0,832.0,862.0,1622842.0,3514764.0,State Bank of India,Home
ICICI Insta Home Loan,9.292615044409454,11,30967.0,153046.0,770.0,858.0,2003968.0,3465257.0,Axis Bank,Home
Baroda Top Up Loan,8.446223859863272,6,85563.0,165064.0,717.0,862.0,2197601.0,4246974.0,Bank of Baroda,Home
HDFC Reach Home Loans,11.500415915082403,23,28660.0,157184.0,794.0,865.0,759578.0,4522218.0,Bank of Baroda,Home
Axis Asha Home Loan,7.580694801002628,8,59823.0,102963.0,833.0,863.0,1824777.0,2914031.0,ICICI Bank,Home
PNB Housing Finance Home Loan,11.779594144776595,10,75842.0,127424.0,765.0,857.0,1315546.0,4806646.0,Kotak Mahindra Bank,Home
HDFC Reach Home Loans,8.569833586886764,21,29616.0,180039.0,826.0,868.0,971963.0,3161874.0,Axis Bank,Home
Baroda Top Up Loan,11.442018361543406,29,95976.0,103042.0,741.0,881.0,2260151.0,3848388.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,10.014714382397308,9,68738.0,195777.0,816.0,884.0,743762.0,3073467.0,State Bank of India,Home
Baroda Home Loan,11.133536798707437,11,33107.0,107139.0,710.0,872.0,1567156.0,3226245.0,State Bank of India,Home
Axis Asha Home Loan,11.920065816052322,13,81404.0,111226.0,725.0,870.0,1239230.0,3489656.0,Bank of Baroda,Home
HDFC Home Loan,8.442027189093729,29,35954.0,180298.0,848.0,867.0,1558378.0,2796908.0,ICICI Bank,Home
SBI Regular Home Loan,11.805677427037965,5,36943.0,183652.0,755.0,897.0,1374289.0,2919040.0,Bank of Baroda,Home
Kotak Mahindra Home Loan,8.947409474512101,5,60725.0,138108.0,817.0,863.0,601467.0,4296184.0,State Bank of India,Home
Axis Bank Home Loan,8.92755952368461,23,65434.0,170647.0,847.0,865.0,864911.0,2810605.0,Kotak Mahindra Bank,Home
ICICI Insta Home Loan,8.701935521272528,10,30110.0,168617.0,756.0,873.0,2011335.0,3967048.0,ICICI Bank,Home
HDFC Home Loan,9.707038036737925,22,36462.0,129815.0,704.0,898.0,1160035.0,4641481.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,7.770725215892435,14,99232.0,107802.0,713.0,881.0,645130.0,3170088.0,Punjab National Bank,Home
HDFC Reach Home Loans,9.768557426790057,15,74081.0,142230.0,723.0,860.0,680073.0,3054001.0,State Bank of India,Home
HDFC Reach Home Loans,9.70852406205002,5,72799.0,163372.0,767.0,894.0,1192879.0,3516613.0,Punjab National Bank,Home
PNB Pride Housing Loan,10.80950906302435,5,86567.0,154020.0,747.0,860.0,1751403.0,2899568.0,ICICI Bank,Home
PNB Housing Finance Home Loan,11.168249809687929,17,71224.0,183449.0,759.0,853.0,1170805.0,3522278.0,Punjab National Bank,Home
Axis Asha Home Loan,9.20220675156212,9,76063.0,117465.0,702.0,875.0,2015746.0,3019135.0,Punjab National Bank,Home
SBI Regular Home Loan,8.511666246757468,24,75240.0,107994.0,818.0,895.0,1375882.0,3484445.0,HDFC Bank,Home
ICICI Insta Home Loan,8.296674486585472,5,37868.0,103531.0,836.0,854.0,2299102.0,4800910.0,Punjab National Bank,Home
HDFC Home Loan,7.97311918352436,24,95973.0,109343.0,799.0,885.0,1130327.0,3566292.0,Punjab National Bank,Home
HDFC Home Loan,7.288237910995124,7,42222.0,159066.0,782.0,882.0,2311023.0,3280585.0,Axis Bank,Home
ICICI Insta Home Loan,8.712239894173567,22,99794.0,199020.0,723.0,863.0,1315127.0,3552025.0,Bank of Baroda,Home
Axis Asha Home Loan,8.351238460653917,13,83924.0,106229.0,831.0,881.0,2430978.0,3278074.0,State Bank of India,Home
SBI Regular Home Loan,11.832086929332036,18,98513.0,194311.0,836.0,856.0,682299.0,4510889.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,9.78854413125022,21,74649.0,192302.0,700.0,859.0,2283928.0,2505191.0,Axis Bank,Home
SBI Regular Home Loan,8.736385195152538,27,30223.0,182124.0,815.0,851.0,1840905.0,4409052.0,HDFC Bank,Home
HDFC Reach Home Loans,9.902338004968481,18,68166.0,188704.0,839.0,859.0,2424700.0,3816027.0,HDFC Bank,Home
ICICI Home Loan,7.695983506728478,8,59369.0,144789.0,845.0,884.0,2380916.0,4208152.0,Bank of Baroda,Home
ICICI Insta Home Loan,9.220218746011014,9,89392.0,144069.0,709.0,870.0,674703.0,4440108.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,10.131171607105319,25,79526.0,187402.0,845.0,889.0,1541752.0,4475207.0,HDFC Bank,Home
Axis Bank Home Loan,9.444489158962257,21,32661.0,109524.0,828.0,891.0,2451718.0,4158302.0,Bank of Baroda,Home
SBI Regular Home Loan,9.008894003271621,26,35591.0,188074.0,778.0,857.0,502078.0,2610283.0,Punjab National Bank,Home
Baroda Home Loan,11.969241944498492,29,91718.0,186762.0,798.0,895.0,1382318.0,2569128.0,HDFC Bank,Home
ICICI Insta Home Loan,11.401573810744635,6,75235.0,163103.0,843.0,867.0,2314382.0,3354200.0,HDFC Bank,Home
SBI FlexiPay Home Loan,10.1170297907972,27,27970.0,108103.0,842.0,858.0,970825.0,3478866.0,Axis Bank,Home
Baroda Top Up Loan,9.846886805911414,26,67922.0,158581.0,832.0,890.0,654850.0,3589392.0,ICICI Bank,Home
SBI Regular Home Loan,10.10330239912292,9,50755.0,183938.0,744.0,879.0,1178757.0,4485399.0,Axis Bank,Home
Kotak Delight Home Loans,8.006560539112167,8,39416.0,154203.0,817.0,853.0,2010649.0,4268231.0,Axis Bank,Home
ICICI Insta Home Loan,8.975688716321592,8,33672.0,115090.0,751.0,884.0,2216273.0,4939499.0,Punjab National Bank,Home
SBI FlexiPay Home Loan,7.197297664454497,10,66996.0,115915.0,811.0,863.0,1793013.0,3037288.0,Axis Bank,Home
ICICI Home Loan,9.377730187434134,24,94095.0,141477.0,834.0,863.0,1816731.0,4734943.0,HDFC Bank,Home
Kotak Mahindra Home Loan,9.715122919788316,25,20064.0,156987.0,811.0,897.0,879268.0,3124959.0,HDFC Bank,Home
Axis Bank Home Loan,8.138748680516048,17,88835.0,199742.0,712.0,886.0,1195215.0,2969528.0,ICICI Bank,Home
SBI FlexiPay Home Loan,11.82014423582757,26,90385.0,153238.0,716.0,869.0,1886252.0,4261256.0,Kotak Mahindra Bank,Home
Kotak Delight Home Loans,11.54727305468621,9,25639.0,187047.0,743.0,878.0,1535551.0,3166779.0,Bank of Baroda,Home
ICICI Home Loan,10.61071617727953,27,31055.0,115029.0,840.0,872.0,731106.0,4820916.0,Punjab National Bank,Home
HDFC Home Loan,9.666933143826814,29,79220.0,196367.0,772.0,896.0,1595421.0,2572771.0,HDFC Bank,Home
SBI FlexiPay Home Loan,11.349845798238425,27,49427.0,189067.0,704.0,870.0,1699694.0,4557707.0,Punjab National Bank,Home
SBI Regular Home Loan,7.653261719117315,11,84666.0,153520.0,732.0,880.0,2422038.0,4522440.0,Bank of Baroda,Home
ICICI Insta Home Loan,10.952548971374425,24,84274.0,170053.0,831.0,881.0,1030906.0,4635208.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,7.6241040698342415,5,30866.0,151464.0,767.0,890.0,1883155.0,2819109.0,Punjab National Bank,Home
Axis Asha Home Loan,10.971053312747028,18,23889.0,121961.0,715.0,856.0,1973114.0,4577382.0,Punjab National Bank,Home
HDFC Reach Home Loans,8.378837841256784,28,68226.0,126835.0,849.0,862.0,1019069.0,4739419.0,Kotak Mahindra Bank,Home
ICICI Home Loan,11.385452905090943,8,51335.0,127725.0,735.0,872.0,1975589.0,4326927.0,HDFC Bank,Home
SBI Regular Home Loan,11.72021046912699,21,70547.0,125357.0,801.0,857.0,908344.0,4492306.0,Bank of Baroda,Home
Axis Bank Home Loan,7.743979847025578,25,46162.0,101244.0,724.0,861.0,664251.0,3545437.0,HDFC Bank,Home
Axis Asha Home Loan,9.313378025326967,18,44687.0,167952.0,771.0,885.0,1747165.0,3372347.0,Kotak Mahindra Bank,Home
HDFC Home Loan,11.904936890813426,20,30995.0,148061.0,780.0,865.0,1803189.0,3055997.0,Bank of Baroda,Home
PNB Housing Finance Home Loan,9.417037179865734,18,76488.0,106490.0,760.0,875.0,1263203.0,3326969.0,Punjab National Bank,Home
SBI Regular Home Loan,11.317737612572726,20,22631.0,177219.0,717.0,878.0,1142446.0,4460989.0,Kotak Mahindra Bank,Home
Baroda Home Loan,9.943657610656599,28,54954.0,105839.0,757.0,878.0,1975865.0,3924010.0,Bank of Baroda,Home
SBI FlexiPay Home Loan,8.87664953959801,24,25967.0,124992.0,775.0,855.0,1102302.0,4754077.0,Punjab National Bank,Home
ICICI Home Loan,8.428917777629351,12,84471.0,144938.0,820.0,886.0,2460721.0,3779379.0,Axis Bank,Home
Axis Asha Home Loan,8.016115455430436,28,57116.0,156249.0,756.0,882.0,2061160.0,3439501.0,Axis Bank,Home
Kotak Mahindra Home Loan,10.808990956888486,7,54227.0,144735.0,796.0,880.0,2184414.0,4764094.0,ICICI Bank,Home
HDFC Reach Home Loans,8.932702534115139,29,21942.0,150734.0,762.0,895.0,854109.0,2558529.0,Bank of Baroda,Home
Baroda Top Up Loan,9.556377311003756,23,67664.0,147080.0,711.0,890.0,1717011.0,4922667.0,Kotak Mahindra Bank,Home
Baroda Home Loan,9.46162740000591,5,48069.0,174460.0,710.0,867.0,1282915.0,4909903.0,HDFC Bank,Home
ICICI Home Loan,9.886395146165656,6,34407.0,181457.0,840.0,887.0,1664079.0,4000315.0,HDFC Bank,Home
HDFC Home Loan,11.327885728122762,19,79201.0,124260.0,726.0,896.0,1691345.0,4238050.0,Axis Bank,Home
Kotak Mahindra Home Loan,11.903696717917146,26,74348.0,159607.0,803.0,880.0,2219358.0,4009289.0,Punjab National Bank,Home
HDFC Home Loan,9.037921042869085,14,37878.0,161852.0,766.0,865.0,2049764.0,2608043.0,Punjab National Bank,Home
ICICI Insta Home Loan,11.137594610531515,22,98629.0,128380.0,788.0,889.0,2373388.0,4996058.0,HDFC Bank,Home
HDFC Reach Home Loans,10.822638973273587,26,75420.0,184347.0,744.0,886.0,858021.0,3170528.0,State Bank of India,Home
HDFC Home Loan,9.867644757277866,18,63168.0,171257.0,780.0,863.0,2133721.0,4537074.0,State Bank of India,Home
Baroda Top Up Loan,11.780235718059664,21,74862.0,141191.0,766.0,888.0,2271509.0,2622793.0,Kotak Mahindra Bank,Home
HDFC Home Loan,8.002372577642014,17,48004.0,104930.0,849.0,853.0,2278994.0,4467576.0,HDFC Bank,Home
SBI FlexiPay Home Loan,7.546321051548107,5,40471.0,104353.0,801.0,879.0,2356267.0,3609839.0,Kotak Mahindra Bank,Home
Kotak Mahindra Home Loan,11.26980983477711,9,80167.0,107832.0,790.0,882.0,2019326.0,3838384.0,Kotak Mahindra Bank,Home
PNB Housing Finance Home Loan,9.195749083168742,17,85308.0,149554.0,741.0,885.0,1096910.0,2804347.0,HDFC Bank,Home
ICICI Insta Home Loan,11.234844271035303,29,34568.0,188487.0,719.0,879.0,894365.0,3815302.0,State Bank of India,Home
Kotak Mahindra Home Loan,11.465451025977075,18,29466.0,154017.0,747.0,863.0,2095656.0,2791626.0,State Bank of India,Home
Kotak Mahindra Home Loan,7.312287968095357,28,77324.0,157298.0,717.0,872.0,647462.0,3452315.0,Bank of Baroda,Home
Baroda Home Loan,11.417323814930302,7,35467.0,151389.0,827.0,897.0,665276.0,3715792.0,Punjab National Bank,Home
Axis Asha Home Loan,9.24159527684711,19,95955.0,173306.0,776.0,877.0,1023469.0,3327908.0,Bank of Baroda,Home
ICICI Home Loan,9.55216244502116,23,72948.0,125525.0,705.0,856.0,929234.0,2582754.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,10.132962555466051,21,36676.0,182092.0,738.0,891.0,1380083.0,3958799.0,Punjab National Bank,Home
ICICI Home Loan,11.631913033650434,7,51514.0,180630.0,710.0,859.0,851727.0,4910012.0,State Bank of India,Home
ICICI Home Loan,7.0955804721488205,20,42650.0,173471.0,811.0,853.0,1369046.0,4551982.0,State Bank of India,Home
PNB Housing Finance Home Loan,9.384217341589085,18,97701.0,168211.0,807.0,893.0,2225407.0,4692515.0,State Bank of India,Home
Baroda Home Loan,10.438610212152803,16,30683.0,131280.0,793.0,887.0,2332378.0,2613195.0,HDFC Bank,Home
HDFC Home Loan,10.613534788491142,16,79819.0,111240.0,754.0,862.0,776407.0,3645719.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,10.46266215768554,15,24860.0,165092.0,783.0,870.0,822453.0,4886301.0,Axis Bank,Home
Baroda Home Loan,7.672175647040609,21,23729.0,169541.0,757.0,882.0,1338883.0,2739831.0,Axis Bank,Home
Kotak Delight Home Loans,8.496977941858406,12,51351.0,162851.0,736.0,889.0,2405387.0,2793619.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,8.793577627085067,21,82744.0,106544.0,715.0,877.0,577969.0,2533683.0,State Bank of India,Home
PNB Pride Housing Loan,11.022186038397525,25,44346.0,157981.0,769.0,872.0,884569.0,2576810.0,Kotak Mahindra Bank,Home
SBI Regular Home Loan,8.393799362072766,29,94155.0,117332.0,792.0,881.0,2215495.0,4318705.0,Axis Bank,Home
Baroda Top Up Loan,8.053524819336015,27,96700.0,126836.0,843.0,897.0,1350160.0,4958779.0,Kotak Mahindra Bank,Home
Axis Bank Home Loan,11.78724009519048,24,26955.0,114388.0,717.0,854.0,504952.0,4304311.0,State Bank of India,Home
Baroda Top Up Loan,7.044316425567344,15,85642.0,101694.0,846.0,875.0,1872446.0,3000518.0,HDFC Bank,Home
Kotak Delight Home Loans,11.98910427840989,29,90290.0,186677.0,829.0,888.0,2454743.0,4849942.0,Axis Bank,Home
Baroda Home Loan,10.384106494286979,29,64293.0,188202.0,837.0,875.0,802754.0,3719561.0,Axis Bank,Home
ICICI Insta Home Loan,11.142346497245585,6,81336.0,149294.0,745.0,852.0,2302265.0,2761731.0,Punjab National Bank,Home
SBI Regular Home Loan,8.473096981730965,14,41662.0,138769.0,718.0,873.0,586467.0,2792432.0,Kotak Mahindra Bank,Home
HDFC Home Loan,7.0715763883353,14,26408.0,139420.0,737.0,883.0,633225.0,3137168.0,Kotak Mahindra Bank,Home
PNB Housing Finance Home Loan,10.68934759280765,15,60403.0,137855.0,736.0,883.0,1118735.0,3539171.0,Axis Bank,Home
Kotak Delight Home Loans,11.17072298500338,10,21225.0,101460.0,811.0,869.0,1949811.0,2525682.0,Kotak Mahindra Bank,Home
Axis Asha Home Loan,10.702380659767595,8,32196.0,147646.0,744.0,879.0,1502913.0,4419414.0,ICICI Bank,Home
ICICI Home Loan,7.714251436504193,28,89786.0,141252.0,816.0,891.0,1917547.0,2751594.0,Bank of Baroda,Home
ICICI Home Loan,10.767139611284845,16,35372.0,109835.0,829.0,869.0,1645743.0,3207102.0,State Bank of India,Home
PNB Housing Finance Home Loan,10.844613910538204,15,37279.0,110910.0,743.0,890.0,2463898.0,2814716.0,HDFC Bank,Home
Axis Bank Home Loan,10.292702578350275,27,74240.0,182757.0,796.0,867.0,2372937.0,3654094.0,Axis Bank,Home
SBI Regular Home Loan,10.83057966397793,27,58187.0,191149.0,782.0,887.0,1434532.0,4559266.0,Kotak Mahindra Bank,Home
Baroda Home Loan,11.22960719838866,29,68481.0,196889.0,823.0,869.0,1845340.0,3689177.0,Axis Bank,Home
SBI FlexiPay Home Loan,10.068020571187292,17,48475.0,108463.0,823.0,855.0,1261387.0,3774182.0,ICICI Bank,Home
Kotak Mahindra Home Loan,7.443023569848395,9,64552.0,113336.0,726.0,891.0,1667394.0,4579707.0,Punjab National Bank,Home
Kotak Mahindra Home Loan,9.438139048336055,10,87969.0,126534.0,747.0,874.0,625803.0,4383216.0,ICICI Bank,Home
Kotak Delight Home Loans,7.388246673358025,5,96534.0,102369.0,793.0,890.0,941690.0,3403987.0,Kotak Mahindra Bank,Home
Baroda Top Up Loan,9.037715155162154,10,26858.0,125381.0,706.0,890.0,510623.0,3159943.0,HDFC Bank,Home
HDFC Home Loan,9.035532445628139,22,94486.0,185094.0,784.0,852.0,1634080.0,3740874.0,ICICI Bank,Home
Axis Bank Home Loan,7.330049220701208,26,94474.0,187905.0,811.0,893.0,1552385.0,3427832.0,State Bank of India,Home
Baroda Home Loan,8.744102669847397,13,45168.0,199186.0,788.0,892.0,1672266.0,3635750.0,Axis Bank,Home
Kotak Delight Home Loans,7.554990493956574,28,52099.0,196490.0,827.0,895.0,2165771.0,2818379.0,State Bank of India,Home
Kotak Delight Home Loans,11.041176050046111,29,91180.0,125407.0,717.0,868.0,1206406.0,3701330.0,Bank of Baroda,Home
SBI FlexiPay Home Loan,11.738440129822354,19,81455.0,162552.0,732.0,859.0,609502.0,4725748.0,Axis Bank,Home
SBI FlexiPay Home Loan,7.361582376289693,12,74240.0,135939.0,795.0,854.0,1873216.0,3226548.0,Bank of Baroda,Home
Axis Asha Home Loan,11.775576036458506,23,94796.0,192303.0,821.0,871.0,1784190.0,2778905.0,Kotak Mahindra Bank,Home
